Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount
Cystic Fibrosis,11005254,2025,NHLBI,5F31HL167530-03,,Leveraging CRISPR RNA-guided DNA Transposases for Gene Insertion at the CFTR Locus,"KING, REBECA",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,"$54,538"
Cystic Fibrosis,11007263,2025,NHLBI,5R01HL162564-04,,Nonviral delivery techniques for in vivo prime editing,"ANDERSON, DANIEL",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,"$387,750"
Cystic Fibrosis,11009006,2025,NHLBI,5R01HL163602-03,,Mucociliary innate defense mechanism in the human distal airway,"OKUDA, KENICHI",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,"$587,207"
Cystic Fibrosis,11009036,2025,NINR,5R01NR020470-03,,Preparation for lung transplant discussions and decisions among people with cystic fibrosis,"RAMOS, KATHLEEN",UNIVERSITY OF WASHINGTON,WA,"$692,111"
Cystic Fibrosis,11009057,2025,NHLBI,5R01HL160911-04,,Targeting fibroblast growth factor receptors in cystic fibrosis-associated airway inflammation and mucociliary dysfunction,"KRICK, STEFANIE",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,"$441,991"
Cystic Fibrosis,11009065,2025,NHLBI,5R01HL151588-05,,Imaging and Molecular Phenotyping of Cystic Fibrosis Lung Disease,"CLEVELAND, ZACKARY",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$789,104"
Cystic Fibrosis,11010390,2025,NHLBI,5R01HL151677-05,,Optimizing Surgical Transplant of CFTR Gene-Corrected Human Basal Stem Cells to the Upper Airway,"NAYAK, JAYAKAR",STANFORD UNIVERSITY,CA,"$464,728"
Cystic Fibrosis,11010760,2025,NHLBI,5R01HL161164-03,,Health Outcomes of Parents with Cystic Fibrosis (HOPe:CF),"KAZMERSKI, TRACI",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$614,352"
Cystic Fibrosis,11011347,2025,NHLBI,5R01HL167025-03,,Contribution of Small Airways to Mucociliary Transport Dysfunction,"ABOU ALAIWA, MAHMOUD",UNIVERSITY OF IOWA,IA,"$733,753"
Cystic Fibrosis,11011630,2025,NIGMS,2R35GM133552-06,,Coordination of chaperone interactions that dictate protein folding and trafficking,"PLATE, LARS",VANDERBILT UNIVERSITY,TN,"$475,254"
Cystic Fibrosis,11014443,2025,NIGMS,5R00GM141453-05,,Imaging cotranslational protein folding with high spatiotemporal resolution in living cells,"ZHAO, NING",UNIVERSITY OF COLORADO DENVER,CO,"$248,999"
Cystic Fibrosis,11017071,2025,NICHD,5R61HD114161-02,,Inhibiting the cystic fibrosis transmembrane conductance regulator (CFTR) in the cervix as a novel approach to non-hormonal contraception,"HAN, LEO",OREGON HEALTH & SCIENCE UNIVERSITY,OR,"$397,690"
Cystic Fibrosis,11017326,2025,NIAID,1R21AI181780-01A1,,Impact of Regulatory T Cells on Host Susceptibility to Pseudomonas Aeruginosa Infection,"RIQUELME COLET, SEBASTIAN",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,"$239,348"
Cystic Fibrosis,11017827,2025,NHLBI,5T32HL134598-08,,Dartmouth Cystic Fibrosis Training Program,"O'TOOLE, GEORGE",DARTMOUTH COLLEGE,NH,"$216,932"
Cystic Fibrosis,11019672,2025,NHLBI,5R01HL149678-04,,Pro-Inflammatory Stem Cell Variants in Cystic Fibrosis,"MCKEON, FRANK",UNIVERSITY OF HOUSTON,TX,"$678,096"
Cystic Fibrosis,11020351,2025,NHLBI,1R01HL176542-01,,"Mechanisms linking CFTR to dysregulated barrier function, insulin receptor function, and glucose transport in the CF lung","MCCARTY, NAEL",EMORY UNIVERSITY,GA,"$730,494"
Cystic Fibrosis,11030281,2025,NHLBI,5R01HL133089-07,,Life-long phenotypic correction of CF airways,"SINN, PATRICK",UNIVERSITY OF IOWA,IA,"$768,603"
Cystic Fibrosis,11031351,2025,NIAID,5R01AI170607-03,,The Impact of the Cystic Fibrosis infection environment on biofilm development of nontuberculous mycobacteria,"DEPAS, WILLIAM",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$399,187"
Cystic Fibrosis,11042218,2025,NIAID,5K08AI181763-03,,Inhibiting CD4+ Th2 development and function by CFTR activity,"COOK, DANIEL",UNIVERSITY OF IOWA,IA,"$188,676"
Cystic Fibrosis,11045040,2025,NHLBI,5U24HL171672-02,,The Georgia Cystic Fibrosis Data Warehouse,"STECENKO, ARLENE",EMORY UNIVERSITY,GA,"$777,277"
Cystic Fibrosis,11047482,2025,NHLBI,1R01HL172845-01A1,,Pharmacogenomic discovery of therapeutic targets for corrector-refractory cystic fibrosis,"KOPITO, RON",STANFORD UNIVERSITY,CA,"$750,672"
Cystic Fibrosis,11049459,2025,NHLBI,1R01HL170156-01A1,,The NET Impact on Lung Epithelia in Cystic Fibrosis and Mucoobstruction,"HUDOCK, KRISTIN",UNIVERSITY OF CINCINNATI,OH,"$756,875"
Cystic Fibrosis,11049908,2025,NHLBI,1R01HL173260-01A1,,Receptor-mediated Control of Pulmonary Ionocytes,"THORNELL, IAN",UNIVERSITY OF IOWA,IA,"$551,863"
Cystic Fibrosis,11050617,2025,NHLBI,1R01HL173500-01A1,,Tuning translation efficiency to overcome refractory defects in CFTR,"OLIVER, KATHRYN",EMORY UNIVERSITY,GA,"$629,319"
Cystic Fibrosis,11050751,2025,NIAID,1R01AI179894-01A1,,Evolved cefiderocol resistance and cross protection,"JORTH, PETER",CEDARS-SINAI MEDICAL CENTER,CA,"$794,849"
Cystic Fibrosis,11051768,2025,NHLBI,5F31HL172440-02,,Host-Pathogen Interactions in a Cystic Fibrosis Polymicrobial Infection Model,"CHARPENTIER, LILY",DARTMOUTH COLLEGE,NH,"$49,538"
Cystic Fibrosis,11051797,2025,NIAID,5K22AI174009-02,,Defining mechanisms of fungal-bacterial interactions during infection,"DOLAN, STEPHEN",CLEMSON UNIVERSITY,SC,"$100,000"
Cystic Fibrosis,11051910,2025,NIAID,5R21AI183057-02,,The cystic fibrosis sputum compromises the ability of neutrophils to kill Staphylococcus aureus,"RADA, BALAZS",UNIVERSITY OF GEORGIA,GA,"$217,125"
Cystic Fibrosis,11054642,2025,NIAID,5R01AI153116-05,,Understanding in vivo antibiotic resistance in diverse Pseudomonas aeruginosa populations,"DIGGLE, STEPHEN",GEORGIA INSTITUTE OF TECHNOLOGY,GA,"$480,638"
Cystic Fibrosis,11054943,2025,NHGRI,1K01HG013339-01A1,,Adults with childhood-onset genetic disease: planning for the future amid therapeutic innovation,"MUELLER, REBECCA",UNIVERSITY OF PENNSYLVANIA,PA,"$174,302"
Cystic Fibrosis,11055577,2025,NIA,1R21AG086743-01A1,,CFTR and Vascular endothelial function,"KUMAR, SANTOSH",UNIVERSITY OF IOWA,IA,"$427,625"
Cystic Fibrosis,11056690,2025,NIAID,5R01AI143671-05,,Estimating the risk for and severity of respiratory infections attributable to CFTR heterozygosity,"POLGREEN, PHILIP",UNIVERSITY OF IOWA,IA,"$744,239"
Cystic Fibrosis,11056706,2025,NHLBI,5R01HL169253-03,,Epigenetic Modulation of Cellular Senescence in the Cystic Fibrosis Lung,"SANDERS, YAN",OLD DOMINION UNIVERSITY,VA,"$623,592"
Cystic Fibrosis,11057602,2025,NHLBI,5K23HL163445-03,,Targeting inflammation to improve rescue of CFTR by modulator therapy,"BENGTSON, CHARLES",UNIVERSITY OF KANSAS MEDICAL CENTER,KS,"$170,452"
Cystic Fibrosis,11059895,2025,NHLBI,5R01HL158747-04,,Resue of CF phagocyte function with CFTR modulator therapy,"KOPP, BENJAMIN",EMORY UNIVERSITY,GA,"$503,459"
Cystic Fibrosis,11060056,2025,NHLBI,5R01HL156928-04,,Altered Circadian Rhythm Regulation in Cystic Fibrosis,"KELLEY, THOMAS",CASE WESTERN RESERVE UNIVERSITY,OH,"$626,210"
Cystic Fibrosis,11061809,2025,NHLBI,5R01HL157269-05,,Autophagy-mediated mucin degradation is necessary for resolution of mucous metaplasia,"DICKINSON, JOHN",UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,"$538,557"
Cystic Fibrosis,11061896,2025,NIDCR,5U01DE030418-05,,Understanding Oral Diseases in Cystic Fibrosis to Develop Tailored Preventive Dental Interventions,"CHI, DONALD",UNIVERSITY OF WASHINGTON,WA,"$636,485"
Cystic Fibrosis,11064038,2025,NHLBI,5R01HL170198-02,,TMEM16A in human airway disease,"BRETT, THOMAS",WASHINGTON UNIVERSITY,MO,"$671,620"
Cystic Fibrosis,11066610,2025,NHLBI,1F31HL177911-01,,Leveraging a 'sliding-window' Type I CRISPR base editing platform to correct CFTR null mutations,"MYERS, MASON",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$43,589"
Cystic Fibrosis,11069800,2025,NIAID,1R43AI188991-01,,Heterocyclic Inhibitors of QcrB as Novel Drugs for Infections Caused by Nontuberculous Mycobacteria,"HANNAN, THOMAS","FIMBRION THERAPEUTICS, INC.",MO,"$300,001"
Cystic Fibrosis,11074093,2025,NHLBI,5R01HL155325-05,,Contribution of pulmonary ionocytes and neuroendocrine cells to ion transport-mediated airway surface liquid maintenance,"BRATCHER, PRESTON",NATIONAL JEWISH HEALTH,CO,"$477,491"
Cystic Fibrosis,11074144,2025,NHLBI,5R01HL166410-03,,Applying Spatial Covariance to Understand Human Variation in Genetic Disease,"BALCH, WILLIAM","SCRIPPS RESEARCH INSTITUTE, THE",CA,"$460,000"
Cystic Fibrosis,11074818,2025,NHLBI,1R13HL178268-01,,"2025 Cilia, Mucus and Mucociliary Interactions Gordon Research Conference and Gordon Research Seminar","RIBBECK, KATHARINA",GORDON RESEARCH CONFERENCES,RI,"$25,000"
Cystic Fibrosis,11077281,2025,NHLBI,5R01HL080396-17,,Role of mucin in lung homeostasis and pathophysiology,"EVANS, CHRISTOPHER",UNIVERSITY OF COLORADO DENVER,CO,"$676,018"
Cystic Fibrosis,11079565,2025,NHLBI,5R01HL160540-04,,Understanding alterations to mucus composition and function in asthma,"DUNCAN, GREGG","UNIV OF MARYLAND, COLLEGE PARK",MD,"$459,951"
Cystic Fibrosis,11080780,2025,NHLBI,5R01HL131012-08,,Regional monitoring of CF lung disease after changes in mechanical airway-clearance treatment,"WOODS, JASON",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$800,516"
Cystic Fibrosis,11082322,2025,NIAID,5K22AI173802-02,,Evolution of Pseudomonas aeruginosa in premise plumbing and impact on cystic fibrosis respiratory disease pathogenesis,"ARMBRUSTER, CATHERINE",CARNEGIE-MELLON UNIVERSITY,PA,"$105,213"
Cystic Fibrosis,11086118,2025,NIAID,5R01AI155922-05,,Inhaled tigecycline therapy for pulmonary M. abscessus infections,"GONZALEZ-JUARRERO, MERCEDES",COLORADO STATE UNIVERSITY,CO,"$623,786"
Cystic Fibrosis,11086620,2025,NHLBI,5K08HL155892-05,,Using Induced Pluripotent Stem Cells to Characterize Cystic Fibrosis,"WANG, RUOBING",BOSTON CHILDREN'S HOSPITAL,MA,"$167,940"
Cystic Fibrosis,11088841,2025,NHLBI,5R01HL173340-02,,Pulmonary and pancreatic response to cystic fibrosis modulator therapy in young children,"STECENKO, ARLENE",EMORY UNIVERSITY,GA,"$690,151"
Cystic Fibrosis,11089442,2025,NIDDK,5R01DK134361-03,,Targeting SGLTs for liver disease in a rabbit model of cystic fibrosis,"XU, JIE",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$633,678"
Cystic Fibrosis,11089566,2025,NHLBI,5R01HL169330-02,,Climate Change and Longitudinal Lung Function,"COLLACO, JOSEPH",JOHNS HOPKINS UNIVERSITY,MD,"$334,224"
Cystic Fibrosis,11091655,2025,NIDDK,5R01DK044003-35,,Molecular Genetics of Cystic Fibrosis,"CUTTING, GARRY",JOHNS HOPKINS UNIVERSITY,MD,"$409,375"
Cystic Fibrosis,11092111,2025,NHLBI,5R01HL153079-05,,The Role of Airway Mucus in Infection and Inflammation,"BIRKET, SUSAN",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,"$445,370"
Cystic Fibrosis,11092296,2025,NHLBI,5R00HL153940-05,,Using base editing to investigate CFTR polymorphisms in lung diseases,"JIANG, TINGTING",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,"$248,998"
Cystic Fibrosis,11092869,2025,NIAID,5R21AI181224-02,,Surface dependent inhibition of Mycobacterium abscessus by Pseudomonas aeruginosa,"WOZNIAK, DANIEL",OHIO STATE UNIVERSITY,OH,"$190,969"
Cystic Fibrosis,11092905,2025,NIDDK,5R01DK080834-18,,Inhibition of an Apical cAMP/cGMP Transporter (MRP4) in the Gut Induces Diarrhea,"NAREN, ANJAPARAVANDA",CEDARS-SINAI MEDICAL CENTER,CA,"$579,373"
Cystic Fibrosis,11093365,2025,NIAID,5R01AI155424-05,,Metabolic Basis of Bacterial Community Function in the Cystic Fibrosis Airway,"O'TOOLE, GEORGE",DARTMOUTH COLLEGE,NH,"$450,513"
Cystic Fibrosis,11093467,2025,NHLBI,5R01HL095524-15,,Modulation of Lung Disease by Genetic/Epigenetic Profiling,"BALCH, WILLIAM","SCRIPPS RESEARCH INSTITUTE, THE",CA,"$460,000"
Cystic Fibrosis,11094045,2025,NHLBI,5R01HL167046-03,,Rational optimization of combinatorial therapies for the treatment of rare cystic fibrosis variants,"SCHLEBACH, JONATHAN",PURDUE UNIVERSITY,IN,"$686,508"
Cystic Fibrosis,11094720,2025,NIDDK,5F31DK137452-02,,Fate Specification of CFTR High Expresser Cells in the Intestine,"ZAGOREN, ELEANOR",YALE UNIVERSITY,CT,"$33,922"
Cystic Fibrosis,11097299,2025,NIAID,5R01AI177613-04,,The role of anaerobic microbiota in cystic fibrosis airway disease trajectory,"HUNTER, RYAN",STATE UNIVERSITY OF NEW YORK AT BUFFALO,NY,"$600,716"
Cystic Fibrosis,11101363,2025,NIDDK,5R01DK133523-04,,A Dietary Intervention to Improve Glucose Tolerance in Adults with Cystic Fibrosis,"ALVAREZ, JESSICA",EMORY UNIVERSITY,GA,"$662,204"
Cystic Fibrosis,11103349,2025,NIAID,5R01AI186380-02,,Cooperation and antagonism in polymicrobial infection,"WOZNIAK, DANIEL",OHIO STATE UNIVERSITY,OH,"$734,208"
Cystic Fibrosis,11104214,2025,NIAID,1R01AI189786-01,,Characterization of a novel post-transcriptional regulator in P. aeruginosa,"DOVE, SIMON",BOSTON CHILDREN'S HOSPITAL,MA,"$868,776"
Cystic Fibrosis,11104280,2025,NHLBI,1R01HL178943-01,,Development of a versatile paired prime editing toolkit for CFTR gene correction,"JIANG, TINGTING",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,"$730,268"
Cystic Fibrosis,11105425,2025,NICHD,1R01HD117940-01,,Evaluating Maternal and Neonatal Pharmacokinetics of Cystic Fibrosis Transmembrane Conductance Regulator (CFTR) Modulators - The ELECTRA Pregnancy Study,"GUIMBELLOT, JENNIFER",ARKANSAS CHILDREN'S HOSPITAL RES INST,AR,"$696,246"
Cystic Fibrosis,11107623,2025,NHLBI,1R21HL179437-01,,Intein technology to deliver CFTR to CF airway using AAV,"MAEDA, YUTAKA",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$441,375"
Cystic Fibrosis,11111358,2025,NIAID,5K24AI166718-04,,Studies on bacteriophages in respiratory diseases,"BOLLKY, PAUL",STANFORD UNIVERSITY,CA,"$161,641"
Cystic Fibrosis,11112455,2025,NIAID,5R01AI127850-08,,Biological mechanisms and consequences of efficient extracellular electron transfer in Pseudomonas aeruginosa,"NEWMAN, DIANNE",CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,"$726,740"
Cystic Fibrosis,11115226,2025,NHLBI,1K08HL179453-01,,Carbonic Anhydrase Mediated Regulation of Microtubule Dynamics and Infection in Cystic Fibrosis,"BOYNE, KATHLEEN",LURIE CHILDREN'S HOSPITAL OF CHICAGO,IL,"$163,080"
Cystic Fibrosis,11115403,2025,NIAID,1K08AI190313-01,,The Impact of a Pseudomonas Bacteriophage on Chronic Biofilm Lung Infections in Cystic Fibrosis,"KHOSRAVI, ARYA",STANFORD UNIVERSITY,CA,"$192,672"
Cystic Fibrosis,11115760,2025,NHLBI,5R01HL159058-04,,Extracellular vesicle-driven neutrophilic inflammation in cystic fibrosis lungs,"TIROUVANZIAM, RABINDRA",EMORY UNIVERSITY,GA,"$732,136"
Cystic Fibrosis,11119342,2025,NIBIB,1R21EB037346-01,,Magnetic Microrobots Assist AAV4 for CFTR Gene Delivery Through Mucus Barrier,"LI, JINXING",MICHIGAN STATE UNIVERSITY,MI,"$235,500"
Cystic Fibrosis,11119551,2025,NIAID,1R21AI190856-01,,Characterization of two virulence-associated S. aureus sRNAs,"WHITELEY, MARVIN",GEORGIA INSTITUTE OF TECHNOLOGY,GA,"$236,100"
Cystic Fibrosis,11121060,2025,NHLBI,5R00HL151806-05,,"Developing Gene Editing Therapeutics, Biodegradable Polymeric Delivery Vehicles, and High-throughput Platforms for the Treatment of Cystic Fibrosis","PIOTROWSKI-DASPIT, ALEXANDRA",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$248,999"
Cystic Fibrosis,11122030,2025,NHLBI,1R01HL179623-01,,Function and Regulation of Airway Mucin Glycosylation,"EVANS, CHRISTOPHER",UNIVERSITY OF COLORADO DENVER,CO,"$702,308"
Cystic Fibrosis,11124010,2025,NIAID,5R01AI153422-05,,Role of Ezrin in Macrophages,"BRUSCIA, EMANUELA",YALE UNIVERSITY,CT,"$628,722"
Cystic Fibrosis,11125754,2025,NHLBI,5R01HL167797-02,,Cystic Fibrosis Gene Therapy with adeno-associated viral vectors,"CEBOTARU, LIUDMILA",JOHNS HOPKINS UNIVERSITY,MD,"$811,873"
Cystic Fibrosis,11127693,2025,NIAID,5R01AI177575-03,,Quinolone and acyl-homoserine lactone quorum sensing in chronic P. aeruginosa infections,"DANDEKAR, AJAI",UNIVERSITY OF WASHINGTON,WA,"$438,420"
Cystic Fibrosis,11132724,2025,NIGMS,5R35GM142760-06,,Decoding interspecies signaling networks and the biogeography of polymicrobial infections,"LIMOLI, DOMINIQUE",TRUSTEES OF INDIANA UNIVERSITY,IN,"$396,250"
Cystic Fibrosis,11133208,2025,NHLBI,1R01HL174930-01A1,,The Role of Neutrophils in Cystic Fibrosis Pathogenesis,"WANG, GUOSHUN",LSU HEALTH SCIENCES CENTER,LA,"$374,576"
Cystic Fibrosis,11133208,2025,NIGMS,1R01HL174930-01A1,,The Role of Neutrophils in Cystic Fibrosis Pathogenesis,"WANG, GUOSHUN",LSU HEALTH SCIENCES CENTER,LA,"$700,000"
Cystic Fibrosis,11134836,2025,NHLBI,1K08HL175129-01A1,,Targeting Epithelial WNK1 to Enhance Airway Host Defense,"REHMAN, TAYYAB",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$169,560"
Cystic Fibrosis,11135582,2025,NIAID,5R01AI176545-03,,Monoclonal Antibody to Combat Pseudomonas Aeruginosa,"GOLDBERG, JOANNA",EMORY UNIVERSITY,GA,"$656,358"
Cystic Fibrosis,11136608,2025,NHLBI,1K23HL175126-01A1,,Iron Deficiency in Cystic Fibrosis: Characterization of Clinical Impact and Treatment Effects,"JIA, SHIJING",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$195,459"
Cystic Fibrosis,11136978,2025,NHLBI,5R01HL165168-04,,The CFTR Interactome,"YATES III, JOHN","SCRIPPS RESEARCH INSTITUTE, THE",CA,"$539,304"
Cystic Fibrosis,11138771,2025,NHLBI,5R01HL174913-02,,Sinus Disease in Young Children with Cystic Fibrosis,"BESWICK, DANIEL",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$563,718"
Cystic Fibrosis,11140492,2025,NHLBI,5R01HL171034-02,,ENsuring ACcess to optimal Therapy in CF: ENACT study,"GUIMBELLOT, JENNIFER",ARKANSAS CHILDREN'S HOSPITAL RES INST,AR,"$592,346"
Cystic Fibrosis,11140753,2025,NIDDK,2P30DK117469-08,6514,Enrichment & Research Administration Core (ERAC),"MADDEN, DEAN",DARTMOUTH COLLEGE,NH,"$258,304"
Cystic Fibrosis,11140754,2025,NIDDK,2P30DK117469-08,6515,GI Model Systems Core (GI-MSC),"STANTON, BRUCE",DARTMOUTH COLLEGE,NH,"$258,303"
Cystic Fibrosis,11140755,2025,NIDDK,2P30DK117469-08,6516,Clinical and Translational Research Core (CTRC),"HOGAN, DEBORAH",DARTMOUTH COLLEGE,NH,"$258,303"
Cystic Fibrosis,11140756,2025,NIDDK,2P30DK117469-08,6517,CF Bioinformatics and Biostatistics Core (CF-BBC),"STANTON, BRUCE",DARTMOUTH COLLEGE,NH,"$258,303"
Cystic Fibrosis,11140757,2025,NIDDK,2P30DK117469-08,6518,Pilot Project Program (P3),"CRAMER, ROBERT",DARTMOUTH COLLEGE,NH,"$258,302"
Cystic Fibrosis,11140825,2025,NIDDK,2P30DK065988-21,6530,Core A: Administrative Core,"GENTZSCH, MARTINA",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,"$211,031"
Cystic Fibrosis,11140826,2025,NIDDK,2P30DK065988-21,6531,Core B: Molecular/Functional Measurement Core,"GENTZSCH, MARTINA",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,"$211,031"
Cystic Fibrosis,11140828,2025,NIDDK,2P30DK065988-21,6532,Core C: Cell Models Core,"RANDELL, SCOTT",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,"$211,031"
Cystic Fibrosis,11140829,2025,NIDDK,2P30DK065988-21,6533,Core D: Mucus Biochemistry and Biophysics Core,"BUTTON, BRIAN",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,"$211,031"
Cystic Fibrosis,11140830,2025,NIDDK,2P30DK117467-08,6525,Administrative Core,"NAREN, ANJAPARAVANDA",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$157,908"
Cystic Fibrosis,11140831,2025,NIDDK,2P30DK065988-21,6534,Core E: Clinical Translation Core,"DONALDSON, SCOTT",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,"$211,030"
Cystic Fibrosis,11140832,2025,NIDDK,2P30DK065988-21,6535,Pilot and Feasibility Program,"GENTZSCH, MARTINA",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,"$211,030"
Cystic Fibrosis,11140833,2025,NIDDK,2P30DK117467-08,6526,Clinical Core - Core 1 - Brewington,"BREWINGTON, JOHN",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$239,876"
Cystic Fibrosis,11140834,2025,NIDDK,2P30DK117467-08,6527,Model Core - Core 2 - Helmrath,"HELMRATH, MICHAEL",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$220,452"
Cystic Fibrosis,11140835,2025,NIDDK,2P30DK117467-08,6528,CYSTIC FIBROSIS RELATED DISEASE MODEL CORE - Core 3- Naren,"NAREN, ANJAPARAVANDA",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$382,537"
Cystic Fibrosis,11140836,2025,NIDDK,2P30DK117467-08,6529,Pilot and Feasibility Program,"AMIN, RAOUF",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$248,133"
Cystic Fibrosis,11140889,2025,NIDDK,2P30DK054759-26,6536,Precision Medicine Center for Cystic Fibrosis,"RYAN, AMY",UNIVERSITY OF IOWA,IA,"$126,028"
Cystic Fibrosis,11140890,2025,NIDDK,2P30DK054759-26,6537,Precision Medicine Center for Cystic Fibrosis,"SINN, PATRICK",UNIVERSITY OF IOWA,IA,"$155,501"
Cystic Fibrosis,11140891,2025,NIDDK,2P30DK054759-26,6538,Precision Medicine Center for Cystic Fibrosis,"LARSON ODE, KATIE",UNIVERSITY OF IOWA,IA,"$178,826"
Cystic Fibrosis,11140892,2025,NIDDK,2P30DK054759-26,6539,Precision Medicine Center for Cystic Fibrosis,"PEZZULO, ALEJANDRO",UNIVERSITY OF IOWA,IA,"$287,675"
Cystic Fibrosis,11140893,2025,NIDDK,2P30DK054759-26,6540,Precision Medicine Center for Cystic Fibrosis,"MEYERHOLZ, DAVID",UNIVERSITY OF IOWA,IA,"$171,050"
Cystic Fibrosis,11140894,2025,NIDDK,2P30DK054759-26,6541,Precision Medicine Center for Cystic Fibrosis,"RYAN, AMY",UNIVERSITY OF IOWA,IA,"$247,170"
Cystic Fibrosis,11140904,2025,NIDDK,2P30DK089507-16,6542,Administrative Core,"GOSS, CHRISTOPHER",SEATTLE CHILDREN'S HOSPITAL,WA,"$210,875"
Cystic Fibrosis,11140905,2025,NIDDK,2P30DK089507-16,6543,Clinical and Specimen Core,"GOSS, CHRISTOPHER",SEATTLE CHILDREN'S HOSPITAL,WA,"$248,055"
Cystic Fibrosis,11140906,2025,NIDDK,2P30DK089507-16,6544,Biostatistics and Informatics Core,"HELTSHE, SONYA",SEATTLE CHILDREN'S HOSPITAL,WA,"$189,327"
Cystic Fibrosis,11140907,2025,NIDDK,2P30DK089507-16,6545,Genomics and Genomic Analysis Core,"SALIPANTE, STEPHEN",SEATTLE CHILDREN'S HOSPITAL,WA,"$171,050"
Cystic Fibrosis,11140908,2025,NIDDK,2P30DK089507-16,6546,Pilot and Feasibility Program,"SINGH, PRADEEP",SEATTLE CHILDREN'S HOSPITAL,WA,"$494,315"
