Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount
Heart Disease,10981036,2025,NHLBI,2R01HL147921-07,,Induction of Cardiomyocyte Proliferation via Transient Expression of Cell Cycle Factors as a Promising Therapy for Heart Failure,"MOHAMED, TAMER",BAYLOR COLLEGE OF MEDICINE,TX,"$750,296"
Heart Disease,10982467,2025,NHLBI,5R01HL155632-04,,Transcription Factor 4 Maintain Endothelial identity to Oppose Heart Failure,"ZHANG, LILI",BOSTON CHILDREN'S HOSPITAL,MA,"$501,703"
Heart Disease,10982486,2025,NHLBI,5R01HL118761-12,,Pitx2 in atrial fibrillation,"MARTIN, JAMES",BAYLOR COLLEGE OF MEDICINE,TX,"$544,149"
Heart Disease,10983294,2025,NHLBI,5R01HL163585-03,,Impact of dilated cardiomyopathy mutations on cardiac myosin structure and function,"YENGO, CHRISTOPHER",PENNSYLVANIA STATE UNIV HERSHEY MED CTR,PA,"$682,305"
Heart Disease,10983300,2025,NIDDK,5K23DK131327-03,,Therapeutic Strategies for Microvascular Dysfunction in Type 1 Diabetes,"LOVE, KAITLIN",UNIVERSITY OF VIRGINIA,VA,"$192,031"
Heart Disease,10983308,2025,NHLBI,5R01HL157739-04,,The regulation of the histone code during cardiac hypertrophy,"ABDELLATIF, MAHA",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,"$665,369"
Heart Disease,10983325,2025,NHLBI,5R01HL162772-03,,Novel regulation of beta-adrenergic receptor function by phosphoinositide 3-kinase,"PRASAD, SATHYAMANGLA",CLEVELAND CLINIC LERNER COM-CWRU,OH,"$637,731"
Heart Disease,10983329,2025,NHLBI,5R01HL163095-03,,Novel lymphatic genes that regulate heart valve development and disease,"SRINIVASAN, RAJANARAYANAN",OKLAHOMA MEDICAL RESEARCH FOUNDATION,OK,"$534,344"
Heart Disease,10983338,2025,NHLBI,5R01HL133501-07,,Activation of the Secretin Receptor as a Strategy for the Treatment of Heart Failure,"MILLER, LAURENCE",MAYO CLINIC ARIZONA,AZ,"$454,632"
Heart Disease,10983342,2025,NHLBI,5R01HL160646-04,,Transendothelial transport and CD36 in the dysregulated lipid trafficking of failing hearts,"LEWANDOWSKI, E",OHIO STATE UNIVERSITY,OH,"$689,337"
Heart Disease,10983347,2025,NHLBI,5R01HL162595-03,,Thrombospondin1-regulated atrophy in the heart,"MOLKENTIN, JEFFERY",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$607,935"
Heart Disease,10983349,2025,NHLBI,5R01HL075619-21,,Integrative Approach to Divergent Remodeling in Thin Filament Cardiomyopathies,"TARDIFF, JIL",UNIVERSITY OF ARIZONA,AZ,"$569,776"
Heart Disease,10983739,2025,NHLBI,5K08HL163392-03,,Physiologic stress in advanced tissue culture models of cardiomyopathy,"FULLENKAMP, DOMINIC",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,"$164,052"
Heart Disease,10983758,2025,NHLBI,5R01HL163635-03,,FAT cadherins and vascular remodeling,"SIBINGA, NICHOLAS",ALBERT EINSTEIN COLLEGE OF MEDICINE,NY,"$586,008"
Heart Disease,10983760,2025,NHLBI,5R01HL156874-04,,Fatty acid oxidation in female cardioprotection,"SCOTT, IAIN",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$528,275"
Heart Disease,10983776,2025,NINDS,5R01NS121234-04,,Defining Novel Mechanisms of Sudden Death in Dravet Syndrome: Dysregulation of Sodium Channels in the Heart,"RADWANSKI, PRZEMYSLAW",OHIO STATE UNIVERSITY,OH,"$382,283"
Heart Disease,10983787,2025,NHLBI,5R01HL160692-04,,Sensor-controlled digital game for heart failure self-management behavior adherence: A randomized controlled trial,"RADHAKRISHNAN, KAVITA",UNIVERSITY OF TEXAS AT AUSTIN,TX,"$654,788"
Heart Disease,10983794,2025,NHLBI,5R01HL157116-04,,Ferroptosis in the Heart: Iron Calcium Crosstalk and Compartmentalization,"XIE, LAI-HUA",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,"$589,278"
Heart Disease,10984460,2025,NHLBI,5R01HL163979-03,,A Versatile Chemical-Genetic Approach to Determine Bases for Arrhythmogenesis and Sodium Channelopathies,"AHERN, CHRISTOPHER",UNIVERSITY OF IOWA,IA,"$648,192"
Heart Disease,10984468,2025,NHLBI,5K08HL151969-05,,Regulators and interactomes of CaV1.2 in health and disease,"KUSHNER, JARED",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,"$165,456"
Heart Disease,10984481,2025,NHLBI,5R01HL157956-04,,Leveraging the mitochondrial regulator MIRO1 to prevent neointimal hyperplasia,"GRUMBACH, ISABELLA",UNIVERSITY OF IOWA,IA,"$625,411"
Heart Disease,10984964,2025,NHLBI,5R01HL157453-04,,Molecular identity of exosomal BK channels,"SINGH, HARPREET",OHIO STATE UNIVERSITY,OH,"$602,584"
Heart Disease,10984977,2025,NHLBI,5R01HL155957-03,,Sex-related differences in cardiac mitochondrial response to inflammation,"WANG, MEIJING",INDIANA UNIVERSITY INDIANAPOLIS,IN,"$418,808"
Heart Disease,10984990,2025,NHLBI,5R01HL167206-03,,Role of PXR in drug-elicited cardiovascular disease,"ZHOU, CHANGCHENG",UNIVERSITY OF CALIFORNIA RIVERSIDE,CA,"$712,001"
Heart Disease,10984997,2025,NHLBI,5R01HL163908-03,,Targeting the gut-liver axis in cardiovascular disease,"VALLIM, THOMAS",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$745,258"
Heart Disease,10984998,2025,Type 1 Diabetes,5R01HL161858-04,,Early myocardial remodeling and progressive kidney function decline in type 1 diabetes,"DORIA, ALESSANDRO",JOSLIN DIABETES CENTER,MA,"$811,054"
Heart Disease,10985541,2025,NIAID,1K22AI179938-01A1,,Elucidating the Cardioprotective Role of Fetal-derived CD8+ T Cells During Viral-induced Myocarditis,"HILT, ZACHARY",UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS,OH,"$162,000"
Heart Disease,10986114,2025,NHLBI,5R01HL160811-04,,Lcn10 in Sepsis-Induced Vascular Leakage and Heart Failure,"FAN, GUO-CHANG",UNIVERSITY OF CINCINNATI,OH,"$680,240"
Heart Disease,10986988,2025,NHLBI,5R01HL163101-03,,Protein S-Palmitoylation in the Heart: Function and Regulation in Health and Disease,"TSENG, GEA-NY",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$414,514"
Heart Disease,10986993,2025,NHLBI,5R01HL149647-04,,Cardiac resident macrophages in AV node conduction,"HULSMANS, MAARTEN",MASSACHUSETTS GENERAL HOSPITAL,MA,"$723,463"
Heart Disease,10987052,2025,NHLBI,5R01HL167520-03,,Predicting determinants of susceptibility to drug-induced arrhythmias,"SOBIE, ERIC",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,"$421,836"
Heart Disease,10988236,2025,NHLBI,5F31HL170537-02,,Optimization of Right and Left Ventricular Coupling During Mechanical Circulatory Support,"LAMBERTI, KIMBERLY",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,"$13,370"
Heart Disease,10988241,2025,NHLBI,5R01HL161514-04,,PRegnancy OuTcomEs and subclinical Cardiovascular disease sTudy: (PROTECT),"KHAN, SADIYA",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,"$680,306"
Heart Disease,10988247,2025,NHLBI,5R01HL160860-04,,A hypercholesterolemia-induced immunometabolite in atherosclerosis,"SHAH, PREDIMAN",CEDARS-SINAI MEDICAL CENTER,CA,"$593,363"
Heart Disease,10988255,2025,NHLBI,5R01HL162367-04,,The Role of Adaptor Protein Disabled-2 in Maintaining Endothelial Cell Function in Atherosclerosis,"CHEN, HONG",BOSTON CHILDREN'S HOSPITAL,MA,"$734,885"
Heart Disease,10988256,2025,NHLBI,5R01HL166591-04,,Role of Adiponectin in Reversal of Age-related Vascular Dysfunction,"DELP, JUDY",KANSAS STATE UNIVERSITY,KS,"$398,820"
Heart Disease,10988264,2025,NHLBI,5R01HL155381-05,,An expandable polymeric valved conduit to repair congenital heart disease,"FERRARI, GIOVANNI",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,"$546,993"
Heart Disease,10988269,2025,NHLBI,5R01HL163857-03,,"Premature aging disorders, metabolites, and atherosclerosis","ABE, JUN-ICHI",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,"$712,298"
Heart Disease,10988288,2025,NHLBI,5R01HL163576-03,,Mechanism-inspired Strategies to Prevent Pathogenic Late Na Current in Cardiac Arrhythmias,"JOHNY, MANU",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,"$555,441"
Heart Disease,10988312,2025,NHLBI,5K08HL163518-02,,CD40 Immunotherapy Effect on the Cardiac Immune Landscape and Response to Myocardial Disease,"JIMENEZ, JESUS",WASHINGTON UNIVERSITY,MO,"$162,935"
Heart Disease,10989895,2025,NHLBI,5R01HL168198-02,,Role of the PEP cycle in cardiac fibrosis,"HILL, BRADFORD",UNIVERSITY OF LOUISVILLE,KY,"$581,956"
Heart Disease,10989901,2025,NHLBI,5R01HL171275-02,,The role of Twist1 in SMC phenotypic modulation during atherosclerosis,"WIRKA, ROBERT",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,"$517,742"
Heart Disease,10989902,2025,NHLBI,5R01HL163003-03,,Mechanisms Contributing to Pregnancy-induced Cardiac Remodeling,"COLLINS, HELEN",UNIVERSITY OF LOUISVILLE,KY,"$532,847"
Heart Disease,10989910,2025,NHLBI,5R01HL160799-04,,Targeting the Active Resolution of Inflammation for Cardiovascular Disease Prevention,"MORA, SAMIA",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$755,921"
Heart Disease,10989949,2025,NHLBI,5R01HL139963-08,,Increasing Ischemic Myocardial Tissue Perfusion by Mechanical LV Support,"ISHIKAWA, KIYOTAKE",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,"$696,576"
Heart Disease,10989953,2025,NHLBI,5R01HL146810-04,,YAP and IRF2BP2 regulation of cardiomyocyte innate immune responses,"LIN, ZHIQIANG","MASONIC MEDICAL RESEARCH LABORATORY, INC",NY,"$637,407"
Heart Disease,10989955,2025,NHLBI,5F30HL162528-04,,Uncovering the Mechanism of Potassium Channel Folding and Assembly with Implications for the Molecular Basis of Cardiac Arrhythmia,"MOLINA, ANDREW",UNIVERSITY OF CHICAGO,IL,"$54,538"
Heart Disease,10990495,2025,NHLBI,5R01HL107594-13,,Mitophagy and Cardiac Myocyte Protein Aggregation,"DIWAN, ABHINAV",WASHINGTON UNIVERSITY,MO,"$491,458"
Heart Disease,10990998,2025,NHLBI,5R01HL167233-03,,Dimensions of Kidney Tubule Health and Atherosclerotic Cardiovascular Disease and Heart Failure in Middle-Aged and Older Adults,"SARNAK, MARK",TUFTS MEDICAL CENTER,MA,"$625,475"
Heart Disease,10991003,2025,NHLBI,5R01HL156954-04,,Polymorphic ApoE at the crossroad of lipid metabolism and inflammation in atherosclerosis,"HUI, DAVID",UNIVERSITY OF CINCINNATI,OH,"$614,941"
Heart Disease,10991015,2025,NHLBI,5R01HL157568-04,,"PIK3C3, a master regulator for smooth muscle identity","ZHOU, JILIANG",AUGUSTA UNIVERSITY,GA,"$619,942"
Heart Disease,10991036,2025,NHLBI,5R01HL171984-02,,Readily Available Biological Conduits to Treat Single Ventricle Defects,"QYANG, YIBING",YALE UNIVERSITY,CT,"$575,239"
Heart Disease,10991038,2025,NHLBI,5R01HL166428-03,,Systems Genetics of Vascular Smooth Muscle Phenotypes,"CIVELEK, METE",UNIVERSITY OF VIRGINIA,VA,"$532,490"
Heart Disease,10991323,2025,NHLBI,5R01HL171631-02,,Novel molecular and cardiac imaging paradigms for precision medicine in aortopathy,"LANDIS, BENJAMIN",INDIANA UNIVERSITY INDIANAPOLIS,IN,"$694,138"
Heart Disease,10991330,2025,Type 1 Diabetes,5R01HL161864-04,,Characterization of cardiovascular diseases (CVD) in people with long duration Type 1 diabetes,"KING, GEORGE",JOSLIN DIABETES CENTER,MA,"$758,888"
Heart Disease,10991361,2025,NHLBI,5R01HL158315-04,,Cell-Type Specific Mechanisms of HIV Cardiomyopathy,"CHI, NEIL","UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,"$697,477"
Heart Disease,10991369,2025,NHLBI,5R01HL160747-04,,Gut-microbial metabolism of aromatic amino acids and cardiovascular disease,"NEMET, INA",CLEVELAND CLINIC LERNER COM-CWRU,OH,"$558,107"
Heart Disease,10991379,2025,NHLBI,5R01HL161233-04,,Contribution of neuroplasticity in the rostral ventrolateral medulla to physical inactivity-related cardiovascular disease,"MUELLER, PATRICK",WAYNE STATE UNIVERSITY,MI,"$618,391"
Heart Disease,10991661,2025,NHLBI,5R35HL155651-05,,Managing Cardiac Toxicities of Cancer Therapy,"SALLOUM, FADI",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$776,250"
Heart Disease,10991669,2025,NHLBI,5R01HL163148-03,,Mitochondrial R-loop in sepsis-induced cardiomyopathy,"HUANG, WEI",UNIVERSITY OF CINCINNATI,OH,"$474,668"
Heart Disease,10991692,2025,NINR,5F31NR020976-02,,Sex Differences in Psychosocial and Neurocognitive Outcomes in Adults with Moderate to Complex Congenital Heart Disease,"CABRERA-MINO, CRISTINA",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$32,813"
Heart Disease,10991696,2025,NHLBI,5R01HL171120-02,,High Mechanical Shear Stress-Induced Neutrophil Dysfunction in Mechanically Assisted Circulation,"WU, ZHONGJUN",UNIVERSITY OF MARYLAND BALTIMORE,MD,"$574,327"
Heart Disease,10991700,2025,NHLBI,5R01HL157073-04,,Role of group 2 innate lymphoid cells in myocardial infarction,"LIBBY, PETER",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$682,143"
Heart Disease,10991821,2025,NHLBI,5R01HL167866-02,,Pathobiological mechanisms of cardiac disease in PGM1-CDG,"LAI, KENT",UNIVERSITY OF UTAH,UT,"$651,868"
Heart Disease,10992142,2025,NHLBI,5R01HL160761-04,,Mechanisms of Clinical and Hemodynamic Response to Pulmonary Vasodilator Therapy in Fontan physiology,"EGBE, ALEXANDER",MAYO CLINIC ROCHESTER,MN,"$635,550"
Heart Disease,10992161,2025,NHLBI,5R01HL163937-03,,CMYA5 regulation of cardiac dyad structure and function,"PU, WILLIAM",BOSTON CHILDREN'S HOSPITAL,MA,"$602,182"
Heart Disease,10992595,2025,NHLBI,5K08HL155852-05,,Targeting Pannexin 1 as a Novel Mechanism for Arrhythmia and Fibrosis in Duchenne Cardiomyopathy,"RAUCCI, FRANK",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$148,052"
Heart Disease,10992614,2025,NHLBI,5K24HL152143-05,,Impact of L. plantarum 299v supplementation on endothelial function and inflammation in humans with type 2 diabetes,"WIDLANSKY, MICHAEL",MEDICAL COLLEGE OF WISCONSIN,WI,"$114,463"
Heart Disease,10992616,2025,NHLBI,5R01HL155091-05,,Novel Role of Interleukin-17 in Sympathetic Activation in Heart Failure,"WEI, SHUNGUANG",UNIVERSITY OF IOWA,IA,"$589,561"
Heart Disease,10992640,2025,NHLBI,5R01HL153112-04,,Targeting Resident Cardiac Fibroblast Subpopulations for Protection Against Fibrosis,"HALE, TABEN",UNIVERSITY OF ARIZONA,AZ,"$382,402"
Heart Disease,10992641,2025,NCI,5R01CA276540-03,,Mathematical modeling and molecular imaging to maximize response while minimizing toxicities from systemic therapies in preclinical models of breast cancer,"SORACE, ANNA",UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,"$466,308"
Heart Disease,10992671,2025,NHLBI,5R01HL167450-03,,Desmosomes in cardiomyocyte homeostasis and disease,"PU, WILLIAM",BOSTON CHILDREN'S HOSPITAL,MA,"$797,564"
Heart Disease,10992676,2025,NHLBI,5K08HL155888-04,,Targeted delivery of nanomedicines to the coronary microvasculature during ex vivo normothermic perfusion of marginal human hearts,"STENDAHL, JOHN",YALE UNIVERSITY,CT,"$162,105"
Heart Disease,10993111,2025,NHLBI,5R01HL171102-02,,Modeling Susceptibility to Radiation Therapy-induced Cardiotoxicity Using Cell Village iPSCs,"WU, JOSEPH",STANFORD UNIVERSITY,CA,"$690,134"
Heart Disease,10993122,2025,NHLBI,5R01HL156398-04,,Understanding the molecular mechanism of cardiomyocyte dedifferentiation and proliferation during regeneration,"TSANG, MICHAEL",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$539,515"
Heart Disease,10993124,2025,NHLBI,5R01HL151505-05,,Oxylipin Signaling in Congenital Heart Disease,"AGUIRRE, AITOR",MICHIGAN STATE UNIVERSITY,MI,"$433,656"
Heart Disease,10993131,2025,NHLBI,5R01HL124091-08,,PATHOGENESIS AND IN VIVO SUPPRESSION OF THIN FILAMENT-BASED CARDIOMYOPATHIES,"CAMMARATO, ANTHONY",JOHNS HOPKINS UNIVERSITY,MD,"$500,424"
Heart Disease,10993144,2025,NHLBI,5R01HL168296-02,,Regulatory T cell augmentation by a long noncoding RNA: mechanisms and therapeutic applications in myocarditis,"MARBAN, EDUARDO",CEDARS-SINAI MEDICAL CENTER,CA,"$417,500"
Heart Disease,10993186,2025,NHLBI,5R01HL161106-04,,Mapping the cell specific DNA damage-induced molecular and bioelectrical responses in the 3D cardiac unit,"COHEN-KARNI, TZAHI",CARNEGIE-MELLON UNIVERSITY,PA,"$625,815"
Heart Disease,10993204,2025,NHLBI,5R01HL172239-02,,ASCVD risk assessment in T2DM facilitated by novel computational immunology programs,"ZHOU, BEIYAN",UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,CT,"$543,844"
Heart Disease,10993631,2025,NHLBI,5R01HL105924-14,,Thrombospondin 4 regulates adaptive ER stress responseRenewal - Resubmission - 1,"MOLKENTIN, JEFFERY",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$598,919"
Heart Disease,10993632,2025,NHLBI,5R01HL168812-02,,Defining how neonatal hyperoxia causes pulmonary hypertension in adults,"O'REILLY, MICHAEL",UNIVERSITY OF ROCHESTER,NY,"$669,923"
Heart Disease,10993635,2025,NHLBI,5R01HL170626-02,,Sex differences in cardiac autonomic remodeling after myocardial infarction,"VASEGHI, MARMAR",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$705,218"
Heart Disease,10993640,2025,NHLBI,5R01HL167788-02,,"Interactions of Adverse Childhood Experiences, Sleep Disruption, and Mechanistic Links to Vascular Dysfunction in Emerging Adults","JENKINS, NATHANIEL",UNIVERSITY OF IOWA,IA,"$690,423"
Heart Disease,10993651,2025,NHLBI,5R01HL157535-04,,Lp(a) and Oxidized Phospholipids - Impact of Diets,"BYAMBAA, ENKHMAA",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,"$571,321"
