Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount
Depression,10917013,2025,NIMH,5R01MH125214-04,,Ketamine Treatment of Youth Suicide Attempters for Fast Reduction of Severe Suicide Risk and Facilitation of Long-term Collaborative Clinical Engagement: A Randomized Placebo Controlled Trial,"FALCONE, TATIANA",CLEVELAND CLINIC LERNER COM-CWRU,OH,"$623,008"
Depression,10926819,2025,NIMH,5R01MH121542-05,,1/2 Genetics at an extreme: an efficient genomic study of individuals with clinically severe major depression receiving ECT,"ZANDI, PETER",JOHNS HOPKINS UNIVERSITY,MD,$1
Depression,10930815,2025,NCCIH,5R61AT012028-02,,Probiotic Administration for Adolescent Depression,"LEUNG, CHERRY","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,"$507,813"
Depression,10931665,2025,NIMHD,5K23MD018092-02,,Increasing Access to Behavioral Treatment for Perinatal Depression,"LAPPING-CARR, LEISZLE",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,"$131,954"
Depression,10947793,2025,NIA,1K22AG088144-01,,Preparedness for Caregiving in Experienced Caregivers of Persons Living with Dementia,"MROZ, EMILY",EMORY UNIVERSITY,GA,"$161,988"
Depression,10950399,2025,NIMH,4R33MH128492-03,,Reducing neural perseveration through closed loop real time fMRI neurofeedback to alleviate depressive symptoms,"SHELINE, YVETTE",UNIVERSITY OF PENNSYLVANIA,PA,"$753,456"
Depression,10953532,2025,NIMH,5R01MH128306-03,,Testing a Memory-Based Hypothesis for Anhedonia,"YASSA, MICHAEL",UNIVERSITY OF CALIFORNIA-IRVINE,CA,"$742,709"
Depression,10954254,2025,NIMH,5R01MH131768-03,,PREMAP - Predictors and Risk Evaluation for Menopause-Associated Psychosis,"POWERS, ALBERT",YALE UNIVERSITY,CT,"$693,568"
Depression,10954259,2025,NIMH,5R01MH132112-03,,Social Cognitive Mechanisms Underlying Disclosure and Help Seeking Behavior in Late-Life Suicide,"DEPP, COLIN","UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,"$622,425"
Depression,10954267,2025,NIMH,5R01MH122844-05,,Endocannabinoid Modulation of the Habenular Stress Response,"MCLAUGHLIN, RYAN",WASHINGTON STATE UNIVERSITY,WA,"$382,500"
Depression,10954716,2025,NIMH,5R01MH129308-03,,Mother-Infant Biobehavioral Synchrony and Postpartum Depression,"MORGAN, JUDITH",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$664,117"
Depression,10954721,2025,NIDCD,5R21DC021512-02,,Hearing-related behavior and its relationship to hearing aid use and social-emotional health outcomes,"JORGENSEN, ERIK",UNIVERSITY OF WISCONSIN-MADISON,WI,"$87,715"
Depression,10954721,2025,OD,5R21DC021512-02,,Hearing-related behavior and its relationship to hearing aid use and social-emotional health outcomes,"JORGENSEN, ERIK",UNIVERSITY OF WISCONSIN-MADISON,WI,"$100,000"
Depression,10973191,2025,NIMH,5R01MH086373-15,,Brain-spanning and scale-crossing circuitry mediating drive function and dysfunction,"DEISSEROTH, KARL",STANFORD UNIVERSITY,CA,"$741,509"
Depression,10974470,2025,NIMH,5F31MH135667-02,,"Childhood trauma, hippocampal function, and anhedonia among those at heightened risk for psychosis","O'BRIEN, KATHLEEN",TEMPLE UNIV OF THE COMMONWEALTH,PA,"$17,423"
Depression,10974481,2025,NIMH,5R01MH124381-05,,Brain-based Mechanisms of Emotion Regulation in Aging and Mood Disorders,"BURDICK, KATHERINE",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$805,502"
Depression,10974485,2025,NIMH,5K23MH129607-03,,Clarifying the Role of Psychomotor Retardation in Reward-Based Reinforcement Learning Deficits in MDD: A Computational and fMRI Study,"LETKIEWICZ, ALLISON",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,"$181,587"
Depression,10975043,2025,NIMH,5R01MH128955-04,,"Social connections, risk for COVID-era psychiatric and substance use disorders, and HIV control","WILSON, TRACEY",SUNY DOWNSTATE MEDICAL CENTER,NY,"$550,999"
Depression,10975857,2025,NIMH,5F31MH135684-02,,Mental Health and Occupational Functioning in Nurses: An investigation of anxiety sensitivity and factors affecting future use of an mHealth intervention,"HOYT, DANIELLE","RUTGERS, THE STATE UNIV OF N.J.",NJ,"$49,538"
Depression,10976430,2025,NIMHD,5F31MD017957-03,,Examining Perceived Familial and Self-Endorsement of Marianismo Cultural Script Discrepancies as Mental Health Risk Factors in Latina Americans,"MARTINEZ, ANJELICA",UNIVERSITY OF HOUSTON,TX,"$36,978"
Depression,10977060,2025,NIAAA,5F31AA030492-03,,Exploring differential biological and psychological effects of regular alcohol and cannabis use in humans,"DRENNAN, MEGGAN",COLORADO STATE UNIVERSITY,CO,"$40,632"
Depression,10977072,2025,NIMH,5R01MH125938-04,,Cross-Population Working Group on Genes and Environment in Major Depression (POP-GEM): Advancing the Understating of Etiology through Diversity,"PETERSON, ROSEANN",SUNY DOWNSTATE MEDICAL CENTER,NY,"$725,759"
Depression,10978211,2025,NIMH,5R01MH129302-03,,Neurostimulation Enhanced Cognitive Restructuring for Transdiagnostic Emotional Dysregulation: A Component Analysis,"NEACSIU, ANDRADA",DUKE UNIVERSITY,NC,"$657,707"
Depression,10980530,2025,NIMHD,5R01MD015894-04,,Social Connectedness and Health in the Blackfeet Community: An Investigation of Biopsychosocial Mediators,"JOHN-HENDERSON, NEHA",MONTANA STATE UNIVERSITY - BOZEMAN,MT,"$552,150"
Depression,10982498,2025,NIMH,5R21MH134172-02,,Behavioral and Neuronal Correlates of Human Mood States,"KELLER, COREY",STANFORD UNIVERSITY,CA,"$231,600"
Depression,10983332,2025,NIMH,5R21MH131866-02,,"Women's adversity exposure, HPA axis regulation, and internalizing symptoms: a longitudinal study of a depression intervention","MASELKO, JOANNA",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,"$172,109"
Depression,10983761,2025,NIMH,5R01MH102238-10,,Pathway-Specific Targeting in Subcallosal Cingulate Deep Brain Stimulation for Depression,"MCINTYRE, CAMERON",DUKE UNIVERSITY,NC,"$433,579"
Depression,10984447,2025,NIDCD,5K23DC020757-03,,Developing a daily life measure of depression for persons with aphasia and examining its relation with communicative confidence,"ASHAIE, SAMEER",REHABILITATION INSTITUTE OF CHICAGO D/B/A SHIRLEY RYAN ABILITYLAB,IL,"$160,838"
Depression,10984476,2025,NIMH,5R03MH135358-02,,Nicotinic receptor selective cell penetrating peptide for brain cargo delivery,"WELTZIN, MAEGAN",UNIVERSITY OF ALASKA FAIRBANKS,AK,"$65,875"
Depression,10984477,2025,NIMH,5R33MH122464-05,,Nicotinic Modulation of the Cognitive Control System in Late-Life Depression,"TAYLOR, WARREN",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,"$831,501"
Depression,10984981,2025,NIMH,5R01MH131950-02,,Trajectories of Positive Valence Systems Function and Postpartum Depression Risk,"KUJAWA, AUTUMN",VANDERBILT UNIVERSITY,TN,"$616,165"
Depression,10984985,2025,NIMH,5K23MH131463-03,,Adaptation and implementation of a behavioral mHealth intervention to reduce anxiety and depression and end the HIV epidemic in the rural South,"MANAVALAN, PREETI",UNIVERSITY OF FLORIDA,FL,"$183,081"
Depression,10986986,2025,NIMH,5K23MH125074-05,,Aerobic Exercise for Optimizing Cognitive and Brain Health In Remitted Late-Life Depression,"GUJRAL, SWATHI",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$146,830"
Depression,10987054,2025,NIMH,5R01MH129306-03,,Epigenetic Mechanisms of Chronic Stress Action,"NESTLER, ERIC",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,"$674,536"
Depression,10987683,2025,NIAAA,2P50AA022538-11,9411,Epigenetic mechanisms of anhedonia and fear in AUD,"MCMURRAY, KATHERINE",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,"$213,553"
Depression,10988280,2025,NIMH,5R01MH124975-05,,1/3 Lay-delivered Behavioral Activation in Senior Centers,"RAUE, PATRICK",UNIVERSITY OF WASHINGTON,WA,"$474,208"
Depression,10988294,2025,NIMH,5R01MH132730-02,,"Racial discrimination, Intergenerational Cultural Conflict and Asian American Mental Health","CHOI, YOONSUN",UNIVERSITY OF CHICAGO,IL,"$680,848"
Depression,10988307,2025,NIMH,5K23MH132900-02,,Shared and differential vulnerabilities of stress and reward processing in psychosis-risk syndromes or early-stage depression,"MILLMAN, ZACHARY",MCLEAN HOSPITAL,MA,"$178,416"
Depression,10989872,2025,NIDCD,5R01DC018584-05,,Preclinical trial for dysarthria treatment in Parkinson disease,"CIUCCI, MICHELLE",UNIVERSITY OF WISCONSIN-MADISON,WI,"$653,455"
Depression,10989931,2025,NIMH,5R01MH124966-05,,2/3 Lay-delivered Behavioral Activation in Senior Centers,"SIREY, JO ANNE",WEILL MEDICAL COLL OF CORNELL UNIV,NY,"$306,000"
Depression,10989942,2025,NIMH,5R01MH129764-03,,Deriving high-quality evidence from national healthcare databases to improve suicidality detection and treatment outcomes in PTSD,"LAMBERT, CHRISTOPHE",UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,NM,"$608,473"
Depression,10989965,2025,NIMH,5R21MH135422-02,,Communication and Emotional Well-Being in Adolescent Best Friend Dyads: An Experience Sampling Method Study,"BASTIN, MARGOT",OREGON RESEARCH INSTITUTE,OR,"$101,108"
Depression,10989966,2025,NIMH,5R37MH100041-12,,"Reward, impulsive sensation seeking and emotional dysregulation: neural mechanisms underlying risk for bipolar disorder in young adults","PHILLIPS, MARY",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$620,868"
Depression,10990536,2025,NIMH,5R01MH124956-05,,3/3 Lay-delivered Behavioral Activation in Senior Centers,"GUM, AMBER",UNIVERSITY OF SOUTH FLORIDA,FL,"$271,208"
Depression,10991340,2025,NIMHD,5R01MD017588-03,,"Promoting Health and Reducing Risk among Hispanic Lesbian, Gay, and Bisexual Youth and their Families","PRADO, GUILLERMO",UNIVERSITY OF MIAMI CORAL GABLES,FL,"$605,516"
Depression,10991350,2025,NIA,5K01AG084930-02,,Development of a Physical Activity Intervention to Meet the Unique Needs of Sexual and Gender Minority (SGM) Alzheimer's Disease and Related Dementias (AD/ADRD) Caregivers,"PICKETT, ANDREW",TRUSTEES OF INDIANA UNIVERSITY,IN,"$131,453"
Depression,10991662,2025,NIA,5F31AG081073-03,,Age-related differences in neurobiological systems supporting emotion,"FELDMAN, MALLORY",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,"$41,823"
Depression,10992636,2025,NIMH,5R01MH135045-02,,Congolese mother and child mental health in response to early child development interventions,"BOIVIN, MICHAEL",HENRY FORD HEALTH + MICHIGAN STATE UNIVERSITY HEALTH SCIENCES,MI,"$602,613"
Depression,10993140,2025,NIEHS,5R01ES031621-05,,Longitudinal Impact of Air Pollution on Mental Health and Neuroimaging Outcomes during Adolescence in the Cincinnati Combined Childhood Cohorts (C4),"YOLTON, KIMBERLY",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$932,831"
Depression,10993188,2025,NHLBI,5R01HL172283-02,,Cortical Regulation of REM Sleep,"WEBER, FRANZ",UNIVERSITY OF PENNSYLVANIA,PA,"$485,266"
Depression,10993208,2025,NIAAA,5P50AA026117-08,5217,Project 4: Convergent behavioral and neurobiological adaptations promoted by rodent models of vulnerability to alcohol use disorder and post-traumatic stress disorder,"WEINER, JEFFREY",WAKE FOREST UNIVERSITY HEALTH SCIENCES,NC,"$309,841"
Depression,10993595,2025,NIDCR,5R01DE031477-04,,Functional peripheral and central vagal neural circuits of interoception inhibiting pain,"KIM, YU SHIN",UNIVERSITY OF TEXAS HLTH SCIENCE CENTER,TX,"$724,588"
Depression,10993612,2025,NICHD,5UM2HD111102-03,6978,RP7 Impact,"HIGHTOW-WEIDMAN, LISA",FLORIDA STATE UNIVERSITY,FL,"$1,510,302"
Depression,10993612,2025,NIDA,5UM2HD111102-03,6978,RP7 Impact,"HIGHTOW-WEIDMAN, LISA",FLORIDA STATE UNIVERSITY,FL,"$349,294"
Depression,10993612,2025,NIMH,5UM2HD111102-03,6978,RP7 Impact,"HIGHTOW-WEIDMAN, LISA",FLORIDA STATE UNIVERSITY,FL,"$174,647"
Depression,10994165,2025,NIMH,5K23MH131852-03,,Reward responsivity and depression in autism spectrum disorder: A multimethod approach,"SCHWARTZMAN, JESSICA",CHILDREN'S HOSPITAL OF LOS ANGELES,CA,"$161,970"
Depression,10994606,2025,NIMH,5R01MH118451-07,,Neuromodulatory control of prefrontal circuit function and reward-seeking,"LISTON, CONOR",WEILL MEDICAL COLL OF CORNELL UNIV,NY,"$845,119"
Depression,10994633,2025,NIMH,5R01MH135293-02,,Resonant Frequency rTMS: A Novel Approach to Target Circuit Modulation in MDD,"LEUCHTER, ANDREW",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$642,796"
Depression,10994666,2025,NCI,5R01CA259186-04,,A Randomized Controlled Trial to Evaluate the Survivorship Needs Assessment Planning Tool for Head and Neck Cancer Survivor-Caregiver Dyads,"STERBA, KATHERINE",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,"$471,048"
Depression,10995296,2025,NIMH,5R01MH132733-02,,Establishing the Suicide Working Group of the Psychiatric Genomics Consortium to elucidate the genetics and biology of suicide outcomes,"MULLINS, NIAMH",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,"$686,792"
Depression,10995316,2025,NCCIH,5K23AT011388-04,,Affective Executive Functioning as a Mechanism of Mindfulness-Based Cognitive Therapy: A Pilot Randomized Controlled Trial,"KRAINES, MORGANNE","BUTLER HOSPITAL (PROVIDENCE, RI)",RI,"$176,903"
Depression,10996157,2025,NIMH,5R21MH132901-02,,Correcting Circadian Rhythms in Bipolar Disorder: Uncovering Mechanisms,"SWANSON, LESLIE",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$195,000"
Depression,11000757,2025,NIMH,5K01MH131855-03,,Multidimensional brain connectome features of depression and anxiety,"JACOB, YAEL",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,"$176,961"
Depression,11000761,2025,NIA,5R01AG069936-04,,Supporting Family Caregivers of Persons with Dementia,"DEMIRIS, GEORGE",UNIVERSITY OF PENNSYLVANIA,PA,"$581,856"
Depression,11000837,2025,NIMH,5R01MH128311-04,,A translational approach for novel mechanisms of epigenetic regulation in treatment responses: toward a precision medicine model,"NASCA, CARLA",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,"$693,208"
Depression,11001175,2025,NIMH,5R01MH128928-04,,Social and Biological Mechanisms Driving the Intergenerational Impact of War on Child Mental Health: Implications for Developing Family-Based Interventions,"BETANCOURT, THERESA",BOSTON COLLEGE,MA,"$584,633"
Depression,11001187,2025,NICHD,5K00HD112293-05,,"Elucidating interactions among early life adversity, sleep architecture, and immune function","MCGOWAN, JOSEPHINE",MCLEAN HOSPITAL,MA,"$98,546"
Depression,11001205,2025,NIMH,5R01MH124778-05,,Serotonergic modulation of excitatory synapse formation and maturation during development,"OH, WON CHAN",UNIVERSITY OF COLORADO DENVER,CO,"$383,700"
Depression,11001526,2025,NIMH,5K01MH122741-05,,Machine Learning Models for Identifying Neural Predictors of TMS Treatment Response in MDD,"KARIM, HELMET",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,"$170,197"
Depression,11001545,2025,NIMH,5K01MH131847-03,,Genetic architecture of transdiagnostic psychosis symptom dimensions,"LAPATO, DANA",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$156,930"
Depression,11001553,2025,NIMH,5R01MH129356-04,,Harnessing advances in the genetics of suicidality to identify and dissect psychosocial pathways to risk,"EDWARDS, ALEXIS",VIRGINIA COMMONWEALTH UNIVERSITY,VA,"$465,537"
Depression,11001565,2025,NIMH,5R01MH133138-02,,"Tracking the impact of screen media activity on mental health, cognition and the brain from childhood to adolescence in the longitudinal ABCD study","CHAARANI, BADER",UNIVERSITY OF VERMONT & ST AGRIC COLLEGE,VT,"$390,000"
Depression,11001568,2025,NIMH,5R01MH125408-04,,Breaking bonds in prairie voles,"KABBAJ, MOHAMED",FLORIDA STATE UNIVERSITY,FL,"$600,716"
Depression,11001589,2025,NIA,5K01AG080072-02,,Addressing Housing Disrepair to Improve Equity in Functional Disability and Caregiver Burden,"OKOYE, SAFIYYAH",DREXEL UNIVERSITY,PA,"$130,950"
Depression,11001915,2025,NIMH,5R01MH128238-04,,Examining the Effects of Estradiol on Neural and Molecular Response to Rewards in Perimenopausal-Onset Anhedonia and Psychosis,"DICHTER, GABRIEL",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,"$621,572"
Depression,11001981,2025,NIMH,5R01MH124530-05,,"Iron Dysregulation and Neuropsychiatric Complications of HIV Across the Lifespan: Impact of Biologic Factors, Antiretroviral Therapy and Genetics","KALLIANPUR, ASHA",CLEVELAND CLINIC LERNER COM-CWRU,OH,"$353,731"
Depression,11002307,2025,NIMH,5R21MH133198-02,,Gamma oscillations as a prognostic marker for ketamine therapy in treatment resistant depression,"MATHEW, SANJAY",BAYLOR COLLEGE OF MEDICINE,TX,"$240,000"
Depression,11002321,2025,NIMH,5R01MH132565-03,,Processes and circuitry underlying threat sensitivity as a treatment target for comorbid anxiety and depression,"IRONSIDE, MARIA",LAUREATE INSTITUTE FOR BRAIN RESEARCH,OK,"$360,749"
Depression,11002710,2025,NCI,5R01CA278938-02,,Comparative Effectiveness of Sequential Pharmacotherapeutic Strategies and Virtually Delivered Treatment to Optimize Smoking Cessation,"ROBINSON, JASON",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,"$911,101"
Depression,11002731,2025,NIMH,5R56MH132674-02,,Long-term effects of adolescent social isolation on the interactions between CRF and serotonergic systems,"LUKKES, JODI",INDIANA UNIVERSITY INDIANAPOLIS,IN,"$667,725"
Depression,11003676,2025,NIMH,5R01MH124849-06,,Neural and computational mechanisms of motivation and cognitive control,"SHENHAV, AMITAI",UNIVERSITY OF CALIFORNIA BERKELEY,CA,"$401,250"
Depression,11003680,2025,NIMH,5R01MH126083-04,,Glutamatergic adaptation to stress as a mechanism for anhedonia and treatment response with ketamine,"TREADWAY, MICHAEL",EMORY UNIVERSITY,GA,"$753,755"
Depression,11003764,2025,NIMH,5R01MH131910-03,,Targeting Inflammation-Induced Changes in Brain Reward Signaling and Motivational Deficits in Patients with Schizophrenia Using an Anti-Inflammatory Challenge,"GOLDSMITH, DAVID",EMORY UNIVERSITY,GA,"$497,418"
Depression,11004617,2025,NCCIH,5F31AT012417-02,,Mind-Body Peer Support for Family Caregivers to Patients with Severe Acute Brain Injury,"REICHMAN, MIRA",UNIVERSITY OF WASHINGTON,WA,"$49,538"
Depression,11004644,2025,NIMHD,5R01MD018502-03,,The Impact of Individual- and Neighborhood-Level Social Connectedness on Mental Health in Black Adults,"RANSOME, YUSUF",YALE UNIVERSITY,CT,"$615,594"
Depression,11005309,2025,NIEHS,5R01ES035019-02,,PFAS induced alterations in reward processing,"CANNON, JASON",PURDUE UNIVERSITY,IN,"$538,810"
Depression,11005775,2025,NIMH,5R01MH126213-04,,Tourette Syndrome genetics and neuroimaging international collaborative study,"PASCHOU, PERISTERA",PURDUE UNIVERSITY,IN,"$417,475"
Depression,11006266,2025,NINDS,5R01NS134941-02,,The Pallidohabenular System in Parkinsonism,"SMITH, YOLAND",EMORY UNIVERSITY,GA,"$640,462"
Depression,11007275,2025,NIMH,5F31MH131246-03,,Neurobiological markers of risk and resilience for psychopathology in youth at familial risk for mood disorders,"HOLT-GOSSELIN, BAILEY",YALE UNIVERSITY,CT,"$15,133"
Depression,11009536,2025,NIA,5K01AG065623-05,,Developing and Testing the Enhancing Active Caregiver Training (EnACT) Intervention for Dementia Family Caregivers,"EATON, JACQUELINE",UNIVERSITY OF UTAH,UT,"$132,570"
Depression,11010032,2025,NINR,5R01NR020334-05,,A Web-App Based Lifestyle Physical Activity Promotion Program to Improve Depressive Symptom Experience: Midlife Korean American Women,"IM, EUN-OK",UNIVERSITY OF TEXAS AT AUSTIN,TX,"$553,680"
Depression,11010805,2025,NIMH,5R37MH066031-17,,Effort-Based Decision Making and Motivated Behavior in Everyday Life,"BARCH, DEANNA",WASHINGTON UNIVERSITY,MO,"$749,031"
Depression,11010852,2025,NIMH,5R01MH129643-04,,Epigenetic priming of response to future stressors,"PENA, CATHERINE",PRINCETON UNIVERSITY,NJ,"$742,599"
Depression,11010854,2025,NIMH,5R33MH125126-05,,Electroconvulsive therapy amplitude titration for improved clinical outcomes in late-life depression,"ABBOTT, CHRISTOPHER",UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,NM,"$549,610"
Depression,11010864,2025,NHLBI,5R01HL155744-05,,Reducing maternal prenatal depression to improve child cardiovascular health,"DAVIS, ELYSIA",UNIVERSITY OF DENVER (COLORADO SEMINARY),CO,"$680,472"
Depression,11011272,2025,NIMH,5K01MH127253-03,,The Effects of Postpartum Medicaid Policies on Postpartum Depression Care Among Low-Income Women,"GORDON, SARAH",BOSTON UNIVERSITY MEDICAL CAMPUS,MA,"$175,630"
Depression,11011365,2025,NHLBI,5K23HL168234-02,,Addressing Depression for African American Adults with Hypertension: Applying Community-Engaged Implementation Science,"CARROLL, ALLISON",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,"$188,810"
Depression,11011441,2025,NIMH,5R34MH134915-02,,Strategic Treatment Assessment with Youth (STAY): A measurement-based care approach to promote treatment retention among racial and ethnic minoritized youth with depression or suicide risk,"CONNORS, ELIZABETH",YALE UNIVERSITY,CT,"$202,882"
Depression,11012131,2025,NIGMS,1R35GM156270-01,,Optical control of G protein-coupled receptor function,"KARUNARATHNE, WELIVITIYA",SAINT LOUIS UNIVERSITY,MO,"$416,625"
Depression,11012367,2025,NCI,5R01CA269553-05,,Long-Term Mental Health Outcomes in Prostate Cancer Survivors and Their Partners,"CRUMP, CASEY",UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,TX,"$293,618"
Depression,11012387,2025,NIMH,5R01MH126178-05,,Serotonin modulation of the development of neural circuits underlying reward processing and impulsivity in adolescents,"NAUTIYAL, KATHERINE",DARTMOUTH COLLEGE,NH,"$506,678"
Depression,11012404,2025,NIAAA,5R01AA029031-05,,Behavioral economic and wellness-based approaches for reducing alcohol use and consequences among at-risk non-student emerging adults,"MURPHY, JAMES",UNIVERSITY OF MEMPHIS,TN,"$327,767"
Depression,11012893,2025,NINR,5R01NR020184-04,,Telehealth Assessment and Skill-Building Intervention for Stroke Caregivers (TASK III),"BAKAS, TAMILYN",UNIVERSITY OF CINCINNATI,OH,"$580,410"
Depression,11013406,2025,NIMH,5U01MH128483-04,,Slow Wave Induction by Propofol to Eliminate Depression (SWIPED) Trial,"PALANCA, BEN",WASHINGTON UNIVERSITY,MO,"$699,647"
Depression,11013407,2025,NIMH,5R33MH122647-05,,Transcranial Near Infrared Radiation and Cerebral Blood Flow in Depression (TRIADE),"IOSIFESCU, DAN",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,"$808,491"
Depression,11013425,2025,NIMH,5R01MH124965-05,,Testing FIRST in Youth Outpatient Psychotherapy,"WEISZ, JOHN",HARVARD UNIVERSITY,MA,"$647,952"
Depression,11014387,2025,NINDS,5R01NS125482-02,,Identifying and targeting the neural basis of depression in Parkinson's disease,"HOLMES, SOPHIE",YALE UNIVERSITY,CT,"$558,752"
