Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount
Crohn's Disease,11035156,2025,NIDDK,5R01DK135269-03,,A nanofiber-hydrogel composite plug for perianal fistula repair,"MAO, HAI-QUAN",JOHNS HOPKINS UNIVERSITY,MD,"$606,059"
Crohn's Disease,11038952,2025,NIDDK,1R03DK142053-01,,Gut Microbial Functions that Impact Multiplex and Non-multiplex Crohn’s Disease Risk.,"CHEN, LEA",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,"$235,500"
Crohn's Disease,11041366,2025,NIDDK,2P30DK097948-11,9360,Mouse Models Core D,"COMINELLI, FABIO",CASE WESTERN RESERVE UNIVERSITY,OH,"$244,479"
Crohn's Disease,11041573,2025,NIDDK,2P30DK034987-40,9402,Gnotobiotic Animal Core,"SARTOR, RYAN",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,"$303,048"
Crohn's Disease,11042733,2025,NIDDK,5R01DK128292-05,,Impact of symbiotic protists on intestinal T cell homeostasis and inflammation.,"HOWITT, MICHAEL",STANFORD UNIVERSITY,CA,"$436,930"
Crohn's Disease,11042833,2025,NIDDK,5K01DK125526-05,,The Intestinal Mycobiome and IBD,"DI MARTINO, LUCA",CASE WESTERN RESERVE UNIVERSITY,OH,"$121,770"
Crohn's Disease,11044412,2025,NIDDK,2R01DK095491-12,,Indole dysbiosis and mucosal inflammation,"COLGAN, SEAN",UNIVERSITY OF COLORADO DENVER,CO,"$544,626"
Crohn's Disease,11046292,2025,NIAID,1R01AI177584-01A1,,Dietary fat-activated colonocyte-macrophage ketone shuttle drives intestinal inflammation,"RUAN, HAI-BIN",UNIVERSITY OF MINNESOTA,MN,"$2,893,480"
Crohn's Disease,11049016,2025,NIDDK,5R01DK128142-04,,Oral elafin formulation for intestinal fibrosis,"KOON, HON WAI",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$323,516"
Crohn's Disease,11052313,2025,NIDDK,1K08DK138279-01A1,,The role of Axl signaling in intestinal fibrosis,"STEINER, CALEN",UNIVERSITY OF COLORADO DENVER,CO,"$163,825"
Crohn's Disease,11054575,2025,NIDDK,5R01DK125561-05,,Robust quantitative MR imaging markers of response to therapy in Crohn’s Disease,"KURUGOL, SILA",BOSTON CHILDREN'S HOSPITAL,MA,"$398,250"
Crohn's Disease,11056064,2025,NIDDK,5R01DK128143-05,,Estrogen-mediated immune regulation in human and experimental inflammatory bowel disease,"GOODMAN, WENDY",CASE WESTERN RESERVE UNIVERSITY,OH,"$394,551"
Crohn's Disease,11060982,2025,NIDDK,5R03DK139095-02,,The role of sulfidogenic microbes in quiescent Crohn’s disease with persistent symptoms,"LEE, ALLEN",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$117,000"
Crohn's Disease,11063196,2025,NIDDK,5K01DK133666-03,,Dysregulation of inflammation resolution as therapeutic target for IBD,"MERIWETHER, DAVID",UNIVERSITY OF CALIFORNIA LOS ANGELES,CA,"$161,566"
Crohn's Disease,11065446,2025,NIDDK,5F31DK139736-02,,Elucidating the role of Myosin 5b in microvilli assembly and in the setting of inflammation,"DOOLEY, SARAH",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,"$44,698"
Crohn's Disease,11070310,2025,NIDDK,5U01DK134356-03,,"Clinical, Imaging, and Endoscopic Outcomes of Children Newly Diagnosed with Crohn's Disease","HYAMS, JEFFREY",CONNECTICUT CHILDREN'S MEDICAL CENTER,CT,"$2,900,000"
Crohn's Disease,11078336,2025,NIDDK,5R01DK135479-02,,Genetic and Small Molecule Regulation of Mechanisms of Crohn’s Disease Stricture Formation,"DENSON, LEE",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$658,456"
Crohn's Disease,11079567,2025,NIDDK,5K23DK136977-02,,Prevention of Crohns Disease in High-Risk Individuals,"LOPES, EMILY",MASSACHUSETTS GENERAL HOSPITAL,MA,"$196,661"
Crohn's Disease,11083677,2025,NIDDK,5R01DK136240-03,,PARP1 and PARylation as novel effectors of gut inflammation,"KIELA, PAWEL",UNIVERSITY OF ARIZONA,AZ,"$626,295"
Crohn's Disease,11083710,2025,NIDDK,5R01DK108901-08,,The role of IL-1ß-inducing pathobionts in the pathogenesis of Crohn’s disease,"KAMADA, NOBUHIKO",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,"$495,526"
Crohn's Disease,11083748,2025,NIDDK,5R01DK132408-04,,Precise Infliximab Exposure and Pharmacodynamic Control to Achieve Deep Remission in Pediatric Crohn's Disease,"MINAR, PHILLIP",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$662,152"
Crohn's Disease,11085101,2025,NIDDK,5R01DK135272-03,,gd IELs in chronic ileitis,"EDELBLUM, KAREN",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,"$487,008"
Crohn's Disease,11086699,2025,NIDDK,5F30DK138707-03,,Microbe dependent mechanisms that antagonize intestinal injury repair,"NEWHALL, KEVIN",CASE WESTERN RESERVE UNIVERSITY,OH,"$54,538"
Crohn's Disease,11086757,2025,NIDDK,5R01DK132043-03,,Contributions of the enterocyte brush border to intestinal health and disease,"VANDUSSEN, KELLI",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$481,632"
Crohn's Disease,11088883,2025,NIDDK,5R01DK136893-02,,Mechanisms by which human milk-derived oligosaccharides protect intestinal barrier and attenuate inflammation,"YAN, FANG",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,"$561,164"
Crohn's Disease,11092768,2025,NIDDK,5R01DK132885-04,,Paneth cell heterogeneity in infection and inflammation,"GAO, NAN",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,"$467,918"
Crohn's Disease,11097226,2025,NIDDK,5R01DK132038-03,,Septins in intestinal fibrosis,"RIEDER, FLORIAN",CLEVELAND CLINIC LERNER COM-CWRU,OH,"$630,078"
Crohn's Disease,11108590,2025,NIDDK,1R01DK143239-01,,Understanding hematopoietic stem cell dysfunction in refractory Crohn's disease,"COHEN, LOUIS",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,"$645,617"
Crohn's Disease,11109609,2025,NIAID,5R01AI184916-02,,Effects of host endocannabinoid signaling on Enterobacteriaceae infection,"ELLERMANN, MELISSA",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$608,496"
Crohn's Disease,11110728,2025,NIDDK,1K01DK143211-01,,PROTACs Regulating HIF in Mucosal Inflammation,"ORNELAS SANCHEZ, ALFREDO",UNIVERSITY OF COLORADO DENVER,CO,"$151,643"
Crohn's Disease,11120661,2025,NIDDK,1R01DK143393-01,,POP3 regulates type I interferon and ameliorates intestinal inflammation,"STEHLIK, CHRISTIAN",CEDARS-SINAI MEDICAL CENTER,CA,"$758,542"
Crohn's Disease,11131851,2025,NIDDK,1R01DK140463-01A1,,Agr2 regulates host-microbe responses in Crohn's disease,"LONGMAN, RANDY",WEILL MEDICAL COLL OF CORNELL UNIV,NY,"$859,704"
Crohn's Disease,11134568,2025,NIDDK,5R01DK127171-05,,Determinants of inception of inflammation in inflammatory bowel diseases,"ANANTHAKRISHNAN, ASHWIN",MASSACHUSETTS GENERAL HOSPITAL,MA,"$1,048,416"
Crohn's Disease,11135601,2025,NIDDK,5DP1DK130687-05,,Is Obesity an Infectious Disease?: Gut bacterial and fungal translocation as an underappreciated driver of visceral adipose expansion.,"DEVKOTA, SUZANNE",CEDARS-SINAI MEDICAL CENTER,CA,"$777,691"
Crohn's Disease,11136262,2025,NIDDK,5RC2DK135492-03,,"Spatial and temporal resolution to dissect cellular circuits controlling intestinal physiology, immunity, and inflammatory pathologies","XAVIER, RAMNIK","BROAD INSTITUTE, INC.",MA,"$2,017,193"
Crohn's Disease,11137268,2025,NIDDK,1K23DK140620-01A1,,Harnessing Microbial-Metabolite Signals to Guide Endoscopic and Transmural Healing for Pediatric Crohn's Disease,"COLMAN, RUBEN",STANFORD UNIVERSITY,CA,"$194,172"
Crohn's Disease,11137760,2025,NIDDK,5U01DK062432-25,,Montreal-Boston Collaborative GRC,"RIOUX, JOHN",MONTREAL HEART INSTITUTE,CANADA,"$484,091"
Crohn's Disease,11141109,2025,NIDDK,5U01DK062423-24,,Genomic and Immunologic Characterization of Inflammatory Bowel Disease and its Phenotypes,"SILVERBERG, MARK",SINAI HEALTH SYSTEM,CANADA,"$392,842"
Crohn's Disease,11141180,2025,NICHD,5R01HD094862-07,,Dosing and Pilot Efficacy of 2'-Fucosyllactose in Inflammatory Bowel Disease,"DENSON, LEE",CINCINNATI CHILDRENS HOSP MED CTR,OH,"$677,278"
Crohn's Disease,11141214,2025,NIDDK,5U01DK062422-26,,"Mount Sinai NYC Genetics Research Center: Multi-omic integration across data-types, cell niches and populations","CHO, JUDY",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,"$595,725"
Crohn's Disease,11141872,2025,NICHD,5R01HD111638-03,,Sex Differences in Statural Growth Impairment in Pediatric Crohn's Disease: Part 2,"GUPTA, NEERA",CHILDREN'S RESEARCH INSTITUTE,DC,"$667,497"
Crohn's Disease,11143144,2025,NIDDK,5R01DK129950-05,,Role of dietary fiber-microbiota Interactions in the development and function of small intestinal T cells,"CERVANTES BARRAGAN, LUISA",EMORY UNIVERSITY,GA,"$441,370"
Crohn's Disease,11144468,2025,NIDDK,5R01DK141146-02,,CD39 in gamma delta intraepithelial lymphocyte function,"EDELBLUM, KAREN",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,"$664,163"
Crohn's Disease,11144765,2025,NIDDK,1R01DK143560-01,,Paneth cell mitochondria and intestinal homeostasis,"THEISS, ARIANNE",UNIVERSITY OF COLORADO DENVER,CO,"$2,076,999"
Crohn's Disease,11144944,2025,NIDDK,5U24DK062429-26,,"Precision IBD via genetics and genomics: integrating International and multi-omic datasets, expanding studies in diverse populations, and defining mechanisms of unmet clinical needs in IBD","CHO, JUDY",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,"$1,600,000"
Crohn's Disease,11145117,2025,NIDDK,5K01DK128308-05,,The role of local iron homeostasis in inflammatory bowel disease,"BESSMAN, NICHOLAS",RUTGERS BIOMEDICAL AND HEALTH SCIENCES,NJ,"$176,309"
Crohn's Disease,11145973,2025,NIDDK,5R01DK134343-03,,Vitamin D Receptor Regulation of Microbiota in Intestinal Epithelia,"SUN, JUN",UNIVERSITY OF ILLINOIS AT CHICAGO,IL,"$596,255"
Crohn's Disease,11159559,2025,NIDDK,5K23DK129762-05,,Early-life Risk Factors for Inflammatory Bowel Disease,"AGRAWAL, MANASI",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,"$189,939"
Crohn's Disease,11163870,2025,NIAID,2R01AI145989-06,,Cytokine regulation of mucosal inflammation,"SONNENBERG, GREGORY",WEILL MEDICAL COLL OF CORNELL UNIV,NY,"$2,604,304"
Crohn's Disease,11167451,2025,NIAID,5R01AI160896-05,,"Role of the environmental sensor, AhR on colitis","NAGARKATTI, PRAKASH",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,"$489,036"
Crohn's Disease,11170443,2025,NIGMS,5F30GM151855-03,,The Interplay of Host Genetic Variation and the Gut Microbiome in Crohn's Disease,"NIRMALAN, SHREYA",WAYNE STATE UNIVERSITY,MI,"$49,218"
Crohn's Disease,11171657,2025,NIGMS,5R01GM123056-08,,Statistical Methods for Microbiome and Metagenomics,"LEE, HONGZHE",UNIVERSITY OF PENNSYLVANIA,PA,"$448,996"
Crohn's Disease,11173765,2025,NIAID,5R01AI164772-07,,Nuclear Receptor Control of T Cell Function in Discrete Intestinal Microenvironments,"SUNDRUD, MARK",DARTMOUTH-HITCHCOCK CLINIC,NH,"$845,443"
Crohn's Disease,11173823,2025,NIAID,5R01AI173261-02,,Celiac and inflammatory bowel diseases: functional post-GWAS approach,"TYCKO, BENJAMIN",HACKENSACK UNIVERSITY MEDICAL CENTER,NJ,"$889,388"
Crohn's Disease,11176049,2025,NIDDK,5K08DK140612-02,,Endoplasmic Reticulum Stress Controls Innate Lymphoid Cells in Intestinal Inflammation,"CAO, SIYAN",WASHINGTON UNIVERSITY,MO,"$166,584"
Crohn's Disease,11180313,2025,NIDDK,5R01DK138465-02,,Macrophage LRRK2 activity regulates gut epithelial homeostasis,"LIU, TA-CHIANG",WASHINGTON UNIVERSITY,MO,"$453,358"
Crohn's Disease,11198835,2025,NIDDK,7K08DK134759-03,,Aging lymphocytes: senescence programs in lymphocytes relevant to human inflammatory bowel disease,"GONZALEZ SALGADO, MICHELLE",MAYO CLINIC ARIZONA,AZ,"$163,614"
Crohn's Disease,11223354,2025,NIDDK,2R01DK093668-14,,Characterization of a commensal enteric virus,"CADWELL, KEN",UNIVERSITY OF PENNSYLVANIA,PA,"$669,778"
Crohn's Disease,11226435,2025,NIDDK,1R01DK141870-01A1,,Aberrant N-glycosylation in Crohn's disease: Opportunity for precision medicine,"MELIA, JOANNA",JOHNS HOPKINS UNIVERSITY,MD,"$725,520"
Crohn's Disease,11226598,2025,NIDDK,1R01DK141598-01A1,,Malassezia Immune Responses as Biomarkers of IBD,"UNDERHILL, DAVID",CEDARS-SINAI MEDICAL CENTER,CA,"$680,687"
Crohn's Disease,11241041,2025,NIAID,2R01AI118807-12A1,,Central metabolism of Salmonella in the inflamed gut,"WINTER, SEBASTIAN",UNIVERSITY OF CALIFORNIA AT DAVIS,CA,"$458,184"
Crohn's Disease,11250446,2025,NIDDK,2R42DK138578-02,,"Development of a Novel, Targeted Small Molecule Inhibitor of the Nucleoside Salvage Pathway to Treat Crohn's disease","SCHULTZ, KENNETH",TRETHERA CORPORATION,CA,"$905,290"
Crohn's Disease,11259644,2025,NIDDK,3K23DK136977-02S1,,Prevention of Crohns Disease in High-Risk Individuals,"LOPES, EMILY",MASSACHUSETTS GENERAL HOSPITAL,MA,"$75,600"
Crohn's Disease,11291136,2025,NIDDK,7K01DK131252-03,,"Interaction of Mesenteric Adipose Tissue Physiology, Expansion, and Inflammation with Inflammatory Bowel Disease","GLINIAK, CHRISTY","RUTGERS, THE STATE UNIV OF N.J.",NJ,"$160,757"
Crohn's Disease,11306803,2025,NIAID,7R01AI089714-16,,Inflammatory cascades disrupt Treg function through epigenetic mechanisms,"FAUBION, WILLIAM",MAYO CLINIC ARIZONA,AZ,"$505,712"
Crohn's Disease,11308085,2025,NIDDK,7R01DK131491-03,,Predicting Clinical Phenotypes in Crohn's Disease Using Machine Learning and Single-Cell 'omics,"SYED, SANA",DUKE UNIVERSITY,NC,"$696,092"
Crohn's Disease,11324451,2025,NIDDK,7R01DK132369-04,,Population-Based Characterization of Metabolic Pathways to Predict Pediatric Crohn's Disease Outcomes,"SYED, SANA",DUKE UNIVERSITY,NC,"$688,350"
Crohn's Disease,11334644,2025,NIDDK,7K23DK134881-03,,Skeletal Health and Bone Marrow Composition in Adolescents with Crohn's Disease,"GORDON, REBECCA",MASSACHUSETTS GENERAL HOSPITAL,MA,"$197,640"
Crohn's Disease,11358019,2025,NIDDK,3K08DK131321-04S1,,IL1 as a Driver of Mucosal Immune Dysregulation in Inflammatory Bowel Disease,"MITSIALIS, VANESSA",BRIGHAM AND WOMEN'S HOSPITAL,MA,"$75,600"
Crohn's Disease,11374210,2025,NIDDK,3R01DK136240-03S1,,PARP1 and PARylation as novel effectors of gut inflammation,"KIELA, PAWEL",UNIVERSITY OF ARIZONA,AZ,"$66,415"
Crohn's Disease,11403203,2025,NIAID,1ZIAAI000354-43,,Immunoregulatory Defects In Inflammatory Bowel Disease,"STROBER, WARREN",NIH,,"$298,471"
Crohn's Disease,11403209,2025,NIAID,1ZIAAI000432-41,,Regulation Of Immune Responses In Humans and in Experimental Animals,"STROBER, WARREN",NIH,,"$696,431"
Crohn's Disease,11403254,2025,NIAID,1ZIAAI000903-23,,Clinical Studies of Inflammatory Bowel Diseases,"STROBER, WARREN",NIH,,"$397,961"
Crohn's Disease,11410770,2025,NIDDK,1ZIADK057814-11,,Control of Transcription Initiation,"HINTON, DEBORAH",NIH,,"$457,092"
